URL,Version,Status,OIDs,Name,Title,Description,Used
https://twcore.mohw.gov.tw/ig/twcore/CodeSystem/industry-dgbas-tw,2021-01-01,active,,TWIndustry,行政院主計總處行業分類,"行政院主計總處行業分類，參照至行政院主計總處的[行業統計分類(第11次修正)](https://ws.dgbas.gov.tw/001/Upload/463/attachment/11195/90015/012221854690wg0x9i.pdf) 代碼出版日期：2021-01-01；資料所屬單位：行政院主計總處。  *因原始資料無代碼版本資訊，故使用其「更新日期」作為版本資訊。*","ValueSet/industry-dgbas-tw"
https://twcore.mohw.gov.tw/ig/twcore/CodeSystem/medical-consultation-department-nhi-tw,2024-05-27,active,,TWMedicalConsultationDepartmentNHI,臺灣健保署就醫科別,"臺灣健保署就醫科別，參照至[健保署檔案譯碼簿](https://www.nhi.gov.tw/ch/cp-1880-20811-3142-1.html)中的「就醫科別（2022/8/2版本）」。  代碼出版日期：2024-05-27；資料所屬單位：衛生福利部中央健康保險署。  *因原始資料無代碼版本資訊，故使用其「更新日期」作為版本資訊。*","ValueSet/medical-consultation-department-tw"
https://twcore.mohw.gov.tw/ig/twcore/CodeSystem/medical-service-payment-tw,2024-11-29,active,,TWMedicalServicePayment,臺灣健保署醫療服務給付項目,"臺灣健保署醫療服務給付項目，參照至[全民健康保險醫療服務給付項目及支付標準](https://www.nhi.gov.tw/ch/cp-5943-f1cce-2821-1.html)中的「醫療服務給付項目(113.05.01生效) (113.04.23更新)」。    代碼出版日期：2022-07-01；資料所屬單位：衛生福利部中央健康保險署。  *因原始資料無代碼版本資訊，故使用其「生效日期」作為版本資訊。*  因代碼量較大會使載入頁面時間較長，為方便使用者瀏覽，此處(本頁、XML、JSON、TTL)僅擷取部分代碼，完整代碼可至[全國專門術語服務平臺－代碼系統(Code System)](https://fhir.mohw.gov.tw/ts/codesystem.jsp)查閱  ","ValueSet/laboratory-category-tw,ValueSet/procedure-tw"
https://twcore.mohw.gov.tw/ig/twcore/CodeSystem/medical-treatment-department-nhi-tw,2024-05-27,active,,TWMedicalTreatmentDepartmentNHI,臺灣健保署診療科別,"臺灣健保署診療科別，參照至[健保署檔案譯碼簿](https://www.nhi.gov.tw/ch/cp-1880-20811-3142-1.html)中的「診療科別（2022/8/2版本）」。     代碼出版日期：2024-05-27；資料所屬單位：衛生福利部中央健康保險署。  *因原始資料無代碼版本資訊，故使用其「更新日期」作為版本資訊。*","ValueSet/medical-treatment-department-tw"
https://twcore.mohw.gov.tw/ig/twcore/CodeSystem/occupation-lia-roc-tw,2023-06-01,active,,TWLIAROCOccupation,臺灣壽險公會傷害保險個人職業分類表,"臺灣壽險公會傷害保險個人職業分類表，參照至[中華民國人壽保險商業同業公會](https://www.lia-roc.org.tw/) 代碼出版日期：2023-06-01；資料所屬單位：中華民國人壽保險商業同業公會。  *因原始資料無代碼版本資訊，故使用其「更新日期」作為版本資訊。*","ValueSet/occupation-lia-roc-tw"
https://twcore.mohw.gov.tw/ig/twcore/CodeSystem/occupation-mol-tw,2010-05-01,active,,TWMolOccupation,臺灣勞動部職業標準分類,"臺灣勞動部職業標準分類，參照至[中華民國勞動部](https://www.mol.gov.tw/1607/2458/2510/)的[職業標準分類(第6次修訂)](https://statdb.mol.gov.tw/html/svy12/1236menu.htm) 代碼出版日期：2010-05-01；資料所屬單位：中華民國勞動部。  *因原始資料無代碼版本資訊，故使用其「更新日期」作為版本資訊。*","ValueSet/occupation-mol-tw"
https://twcore.mohw.gov.tw/ig/twcore/CodeSystem/organization-identifier-tw,2024-08-19,active,,TWOrganizationIdentifier,臺灣醫事司醫事機構代碼,"臺灣醫事司醫事機構代碼，參照至[衛生福利部醫事司](https://dep.mohw.gov.tw/DOMA/cp-4926-54415-106.html)的[醫療機構與人員基本資料20231231.csv](https://www.mohw.gov.tw/dl-87760-1a0f2eab-c96a-4839-950d-beb93d903b6f.html)   [醫事機構代碼查詢系統](https://rao.mohw.gov.tw/AgencyCode.aspx?FD1=txtAgency_qry&FD2=txtAgencyName_qry) 代碼出版日期：2020-06-11；資料所屬單位：衛生福利部醫事司。  *因原始資料無代碼版本資訊，故使用其「更新日期」作為版本資訊。*  因代碼量較大會使載入頁面時間較長，為方便使用者瀏覽，此處(本頁、XML、JSON、TTL)僅擷取部分代碼，完整代碼可至[全國專門術語服務平臺－代碼系統(Code System)](https://fhir.mohw.gov.tw/ts/codesystem.jsp)查閱 ","ValueSet/organization-identifier-tw"
https://twcore.mohw.gov.tw/ig/twcore/CodeSystem/v2-0203,2022-07-31,active,,TWIdentifierType_V20203,臺灣衛福部資訊處識別碼類型,"臺灣衛福部資訊處識別碼類型，   代碼出版日期：2022-07-31；資料所屬單位：衛生福利部資訊處。   ","ValueSet/identifier-type-tw"
https://twcore.mohw.gov.tw/ig/twha/CodeSystem/CS-ExamType,0.1.0,active,,CS_ExamType,檢查類型代碼系統,"勞工體格及健康檢查之類型，包含一般體格檢查、一般健康檢查、特殊體格檢查及特殊健康檢查。","ValueSet/VS-ExamType"
https://twcore.mohw.gov.tw/ig/twha/CodeSystem/CS-FitnessForWork,0.1.0,active,,CS_FitnessForWork,適性配工建議代碼系統,"第四級管理中，醫師針對受檢勞工提出之適性配工或變更作業內容建議。","ValueSet/VS-FitnessForWork"
https://twcore.mohw.gov.tw/ig/twha/CodeSystem/CS-HazardType,0.1.0,active,,CS_HazardType,特別危害健康作業類別代碼系統,"勞工健康保護規則所定義之 12 大類特別危害健康作業類別。","ValueSet/VS-HazardType"
https://twcore.mohw.gov.tw/ig/twha/CodeSystem/CS-HealthCounseling,0.1.0,active,,CS_HealthCounseling,健康諮詢與衛教指導項目代碼系統,"國民健康署成人預防保健服務及一般健康檢查中醫師提供之健康諮詢與衛教指導項目。","ValueSet/VS-HealthCounseling"
https://twcore.mohw.gov.tw/ig/twha/CodeSystem/CS-HealthMgmtLevel,0.1.0,active,,CS_HealthMgmtLevel,健康管理分級代碼系統,"依據勞工健康保護規則第 21 條規定，醫師依健康檢查結果判定之健康管理分級。","ValueSet/VS-HealthMgmtLevel"
https://twcore.mohw.gov.tw/ig/twha/CodeSystem/CS-LaborReportCode,0.1.0,active,,CS_LaborReportCode,勞動部通報報告代碼系統,"勞工健檢結果通報勞動部（LABOR）系統時所使用之報告類別代碼。","ValueSet/VS-LaborReportCode"
https://twcore.mohw.gov.tw/ig/twha/CodeSystem/CS-OrganicSolventType,0.1.0,active,,CS_OrganicSolventType,有機溶劑種類代碼系統,"特別危害健康作業中之有機溶劑種類（主要 7 種）。","ValueSet/VS-OrganicSolventType"
https://twcore.mohw.gov.tw/ig/twha/CodeSystem/CS-PhysicalExamSystems,0.1.0,active,,CS_PhysicalExamSystems,身體檢查系統部位代碼系統,"附表十一理學檢查中所涉及之身體系統部位分類。","ValueSet/VS-PhysicalExamSystems"
https://twcore.mohw.gov.tw/ig/twha/CodeSystem/CS-ServiceActivityType,0.1.0,active,,CS_ServiceActivityType,臨場健康服務辦理事項代碼系統,"附表八中醫護人員辦理之臨場健康服務項目活動類別代碼系統。","ValueSet/VS-ServiceActivityType"
https://twcore.mohw.gov.tw/ig/twha/CodeSystem/CS-SmokingStatus,0.1.0,active,,CS_SmokingStatus,吸菸狀態代碼系統,"勞工健檢生活習慣調查中之吸菸狀態分類。","ValueSet/VS-SmokingStatus"
https://twcore.mohw.gov.tw/ig/twha/CodeSystem/CS-SpecificChemicalType,0.1.0,active,,CS_SpecificChemicalType,特定化學物質種類代碼系統,"特別危害健康作業中之特定化學物質種類。","ValueSet/VS-SpecificChemicalType"
urn:ietf:bcp:47,2.0.1,active,"2.16.840.1.113883.6.121",Ietf3066,Tags for the Identification of Languages,"Older value from OID registry.  Superceded; see recommendations in BCP-47.","ValueSet/languages"
urn:iso:std:iso:3166,1.0.0,active,"1.0.3166.1",ISO3166Part1,ISO 3166-1 Codes for the representation of names of countries and their subdivisions — Part 1: Country code,"ISO 3166-1 establishes codes that represent the current names of countries, dependencies, and other areas of particular geopolitical interest, on the basis of country names obtained from the United Nations.","ValueSet/jurisdiction"
urn:iso:std:iso:3166:-2,1.0.0,active,"1.0.3166.2",ISO3166Part2,ISO 3166-2 Codes for the representation of names of countries and their subdivisions — Part 2: Country subdivision code,"ISO 3166-2 establishes a code that represents the names of the principal administrative divisions, or similar areas, of the countries and entities included in ISO 3166-1.","ValueSet/jurisdiction"
